,DATE,SECCODE,OBPLOTNO,BUYSELLOBP,TRADESNOTRADES,BUYSELLYIELD,OBPTDVOLRATIO,MINMAXRATIO
15443,2007-10-08,LKOH,61593,B,T,0.0,0.002613298592947675,2178.78
15445,2007-10-08,LKOH,61597,B,T,-0.0004339730628873525,0.01109181183734195,2178.0
15448,2007-10-08,LKOH,61607,B,T,0.18201926616687691,0.00542855330692966,2179.0
15467,2007-10-08,LKOH,61688,B,T,54.04432884040056,0.002174029454931096,2176.01
15486,2007-10-08,LKOH,61755,B,T,100.0,0.0071190825989427015,2176.3
15488,2007-10-08,LKOH,61761,B,T,0.024355162605184437,0.0022649779215078766,2176.13
15489,2007-10-08,LKOH,61764,B,T,0.00459537705068283,0.04277135603053289,2176.1
15500,2007-10-08,LKOH,61793,B,T,17.73787865661896,0.006610225771436963,2177.6
15503,2007-10-08,LKOH,61804,B,T,0.001837213681728617,0.012866237100457258,2177.21
15507,2007-10-08,LKOH,61814,B,T,100.0,0.0007347968756259489,2177.28
15539,2007-10-08,LKOH,61920,S,T,-0.007669377414944656,0.004620008587622814,2176.31
15551,2007-10-08,LKOH,61969,S,T,0.0,0.0004630023169523542,2179.88
15555,2007-10-08,LKOH,61978,S,T,-1.4775315540645915,0.000769462481057596,2179.0
15559,2007-10-08,LKOH,61988,B,T,0.004772081109095881,0.00037271968554790136,2178.11
15564,2007-10-08,LKOH,62012,S,T,-97.55942009523329,0.0001411162460961527,2179.5
15587,2007-10-08,LKOH,62106,S,T,0.0065456503814645675,0.0008260458516416417,2178.99
15593,2007-10-08,LKOH,62123,B,T,27.564718548775726,0.006705045447828195,2179.63
15596,2007-10-08,LKOH,62130,B,T,0.23459521995023003,0.001106888426191383,2178.22
15600,2007-10-08,LKOH,62149,S,T,0.0004893663745321045,0.01063045963569132,2179.7
15601,2007-10-08,LKOH,62156,S,T,0.0,0.0027350219003346708,2177.43
15610,2007-10-08,LKOH,62192,S,T,4.968399601610082,0.0003961608765709086,2178.77
15619,2007-10-08,LKOH,62236,S,T,-100.0,0.00043624146391468046,2178.54
15626,2007-10-08,LKOH,62272,S,T,0.0,0.00032330775024734233,2178.11
15628,2007-10-08,LKOH,62278,B,T,-0.0060212787485521635,0.0011504941183939192,2178.0
15633,2007-10-08,LKOH,62299,B,T,0.0008162432404849224,0.006144306483691184,2178.0
15655,2007-10-08,LKOH,62374,B,T,-7.259157136371139e-05,0.002482658911994325,2179.7
15659,2007-10-08,LKOH,62391,S,T,-0.011116085284945296,2.0672374072721964e-05,2178.04
15679,2007-10-08,LKOH,62465,S,T,-41.54810425523205,0.004189552609949607,2179.5
15692,2007-10-08,LKOH,62513,B,T,0.01790304810869779,0.0019025791914389202,2178.4
15698,2007-10-08,LKOH,62535,B,T,100.0,0.009119978238193155,2178.5
15704,2007-10-08,LKOH,62560,B,T,77.77790925810449,0.005104713647911984,2178.43
15707,2007-10-08,LKOH,62568,S,T,-100.0,0.00011300987759049473,2179.48
15708,2007-10-08,LKOH,62572,B,T,0.7496579919753654,0.0032851158270682333,2181.5
15714,2007-10-08,LKOH,62599,B,T,0.0,0.0005485846828993857,2179.0
15727,2007-10-08,LKOH,62660,S,T,-4.542144845546418,0.00034957863618538,2178.01
15728,2007-10-08,LKOH,62667,S,T,-100.0,0.02099968203427886,2179.99
15729,2007-10-08,LKOH,62670,S,T,-0.000856964136782289,0.0010291696712117903,2180.0
15739,2007-10-08,LKOH,62705,B,T,100.00000000000001,0.0013500962674702223,2179.24
15745,2007-10-08,LKOH,62727,S,T,-19.98625451826153,0.0009510192398937457,2180.87
15752,2007-10-08,LKOH,62753,B,T,0.01376588812922415,0.0010222632053701883,2179.3
15756,2007-10-08,LKOH,62768,B,T,0.0028449476025054297,0.00030717219977302704,2179.31
15769,2007-10-08,LKOH,62806,B,T,0.03192774769814736,0.0001799307406217071,2179.4
15771,2007-10-08,LKOH,62812,S,T,0.011464734476749519,4.7997884569829583e-05,2180.6
15775,2007-10-08,LKOH,62824,S,T,0.005129614457557674,0.022459201461200715,2180.0
15826,2007-10-08,LKOH,63052,S,T,-2.7777777777777777,0.0004082920992336639,2183.5
15831,2007-10-08,LKOH,63068,S,T,0.13610933721978793,0.002389482423964393,2183.85
15834,2007-10-08,LKOH,63080,S,T,-93.63272708029724,0.004507861331218054,2182.01
15842,2007-10-08,LKOH,63108,B,T,2.455699676556313,5.747759776360958e-05,2182.2
15843,2007-10-08,LKOH,63112,B,T,0.001954698549815268,0.0007051042802071538,2183.3
15853,2007-10-08,LKOH,63157,S,T,-45.78126563144398,0.0028547048555282663,2183.95
15854,2007-10-08,LKOH,63161,S,T,0.011557426535590401,0.0021644990988411634,2183.47
15857,2007-10-08,LKOH,63171,S,T,-0.0036640102592253934,0.001246363162619336,2183.4
15860,2007-10-08,LKOH,63185,B,T,8.843618115596586,0.004618448751554232,2184.05
15866,2007-10-08,LKOH,63205,S,T,0.0013742744975973142,0.0012547898627182144,2182.97
15869,2007-10-08,LKOH,63215,S,T,-20.798621400686635,0.0006723333702983075,2182.9
15879,2007-10-08,LKOH,63255,B,T,-0.0064985917096072945,0.0006008741744121597,2182.8
15886,2007-10-08,LKOH,63294,S,T,-7.390438179405462,0.0003878551146425069,2182.6
15897,2007-10-08,LKOH,63324,B,T,6.639142736381491,0.0036659213436045428,2182.2
15902,2007-10-08,LKOH,63354,B,T,0.0,0.0024561195608503064,2182.5
15907,2007-10-08,LKOH,63373,B,T,0.38538260990189227,0.00235695944656879,2182.89
15913,2007-10-08,LKOH,63393,S,T,-100.0,0.00031030466089171447,2182.6
15921,2007-10-08,LKOH,63416,B,T,0.023340135767923757,0.027583818197182888,2176.55
15931,2007-10-08,LKOH,63460,B,T,100.0,0.0004835567588042068,2182.21
15955,2007-10-08,LKOH,63551,S,T,-0.7940244735692797,0.0008619232314445856,2183.87
15966,2007-10-08,LKOH,63603,B,T,19.999999999999996,0.0013436132556634169,2183.7
15968,2007-10-08,LKOH,63610,S,T,0.0030220768961287526,0.0018088509638611813,2183.93
15974,2007-10-08,LKOH,63629,S,T,0.030259844468541405,0.0002808964488718564,2183.9
15978,2007-10-08,LKOH,63646,B,T,49.03014844720174,0.0012313402338459676,2183.11
15984,2007-10-08,LKOH,63677,B,T,-0.003205333675222265,0.0027152615146236038,2183.86
15989,2007-10-08,LKOH,63691,S,T,0.0,0.001065499760836759,2183.5
15994,2007-10-08,LKOH,63711,S,T,0.0013739597979454763,0.0008918042019568997,2183.47
16001,2007-10-08,LKOH,63733,S,T,-100.0,0.0009496258659119158,2183.4
16015,2007-10-08,LKOH,63792,S,T,0.0050412465627922695,0.008505986095581756,2182.0
16018,2007-10-08,LKOH,63800,S,T,0.045271126550461185,0.0029173936291279,2180.4
16022,2007-10-08,LKOH,63817,S,T,0.09128398493583889,0.0002897702934069625,2180.01
16026,2007-10-08,LKOH,63840,B,T,10.842355250991934,0.002094429129268188,2179.01
16032,2007-10-08,LKOH,63864,S,T,-66.59097216463474,0.011930695595669122,2179.47
16033,2007-10-08,LKOH,63867,B,T,0.027993079743570872,9.912412443288879e-06,2179.11
16038,2007-10-08,LKOH,63884,B,T,47.088576990212474,0.000505149947083167,2180.0
16040,2007-10-08,LKOH,63892,B,T,100.0,0.0012593923383621439,2179.21
16045,2007-10-08,LKOH,63905,B,T,79.02580327990204,0.000534916760788199,2178.5
16047,2007-10-08,LKOH,63910,S,T,-0.004895930393856899,0.000439940023297544,2181.0
16056,2007-10-08,LKOH,63948,B,T,0.0027522178288645924,0.0026917999303613044,2180.06
16060,2007-10-08,LKOH,63961,B,T,0.003146711939563927,0.006299541392971372,2180.4
16073,2007-10-08,LKOH,64016,B,T,0.026133482492866646,0.009506384701039554,2181.11
16077,2007-10-08,LKOH,64036,B,T,-0.011849659086039167,0.01978125471781268,2183.5
16080,2007-10-08,LKOH,64043,S,T,-0.05190794176219059,0.0009847686133999578,2180.3
16086,2007-10-08,LKOH,64060,B,T,4.054537382108774,0.007737860533964455,2180.01
16112,2007-10-08,LKOH,64160,S,T,0.04290226420397807,0.003865223105220788,2180.5
16113,2007-10-08,LKOH,64163,S,T,-47.69794568163179,0.00020374028200548778,2181.17
16129,2007-10-08,LKOH,64226,S,T,-100.0,0.000337700948565752,2180.35
16132,2007-10-08,LKOH,64247,B,T,93.81540120369934,0.0008408595079408012,2180.0
16143,2007-10-08,LKOH,64292,B,T,1.8893237263660967,0.004643368700019324,2180.0
16169,2007-10-08,LKOH,64376,S,T,-100.0,0.0022188218253638967,2179.5
16195,2007-10-08,LKOH,64489,B,T,14.285714285714286,0.000700607837544125,2178.5
16205,2007-10-08,LKOH,64526,S,T,-100.0,0.000897282099960704,2178.5
16208,2007-10-08,LKOH,64545,B,T,0.00045913471472666694,0.0005782441287176962,2178.01
16212,2007-10-08,LKOH,64561,B,T,0.0064270302529541405,0.005718607937556522,2178.3
16213,2007-10-08,LKOH,64563,B,T,99.99999999999999,0.0039817010726046235,2178.1
16217,2007-10-08,LKOH,64580,S,T,-12.27953261608581,0.008883335312358714,2179.0
16221,2007-10-08,LKOH,64601,S,T,-99.83364846358586,0.006818951251140008,2178.99
16243,2007-10-08,LKOH,64716,S,T,-100.0,0.012681535883839154,2177.55
16249,2007-10-08,LKOH,64730,B,T,0.003772043444426171,0.0028204347171927936,2178.0
16280,2007-10-08,LKOH,64848,S,T,-5.961379774481143,0.0031775309197699677,2178.0
16290,2007-10-08,LKOH,64897,B,T,27.878912451600907,0.0068742002647601795,2177.01
16310,2007-10-08,LKOH,64968,S,T,-4.250264150599304,0.0016876375804237831,2175.7
16312,2007-10-08,LKOH,64976,B,T,1.0292041997839338,0.0008799495507088325,2177.69
16316,2007-10-08,LKOH,65006,S,T,-100.0,0.005722954548864599,2177.67
16318,2007-10-08,LKOH,65015,S,T,-4.544096849401331,0.004136119640275867,2182.0
16344,2007-10-08,LKOH,65124,B,T,0.0017850337149110727,0.001287430639461119,2176.5
16346,2007-10-08,LKOH,65130,S,T,0.004591789879690929,0.000705402322046041,2177.8
16349,2007-10-08,LKOH,65142,B,T,-0.004821459628030446,0.00046041392063393303,2177.77
16353,2007-10-08,LKOH,65157,B,T,-0.02108794672202249,0.006967224718774539,2179.85
16356,2007-10-08,LKOH,65170,B,T,10.277461446801595,0.0003360895547128402,2177.7
16357,2007-10-08,LKOH,65172,S,T,-0.7827175715761164,0.005374443732683703,2176.76
16360,2007-10-08,LKOH,65181,B,T,0.0009186870125208684,0.008819441790489154,2177.02
16364,2007-10-08,LKOH,65213,B,T,-0.06879156156844761,0.002600415216743544,2180.5
16369,2007-10-08,LKOH,65252,S,T,0.0006233138443880243,0.001596614423379804,2181.9
16371,2007-10-08,LKOH,65258,B,T,0.0,0.000633791722247072,2178.0
16373,2007-10-08,LKOH,65269,B,T,-0.0002946804439341683,0.009021773389278969,2177.5
16375,2007-10-08,LKOH,65275,S,T,-8.348464024626365,0.0011893463836896191,2175.35
16378,2007-10-08,LKOH,65290,S,T,-2.272709881180955,1.7370518464992196e-05,2178.0
16381,2007-10-08,LKOH,65298,B,T,100.0,0.0005426384481323422,2175.37
16389,2007-10-08,LKOH,65324,B,T,100.00000000000001,0.0019879614828680657,2177.02
16408,2007-10-08,LKOH,65404,S,T,0.36441330376398473,0.002824513523826812,2177.93
16414,2007-10-08,LKOH,65421,S,T,0.002072166159693409,0.001490013814501222,2177.97
16424,2007-10-08,LKOH,65464,B,T,0.3246796556221368,0.022898207283828076,2177.21
16451,2007-10-08,LKOH,65579,B,T,0.0,0.0011502611715698207,2175.35
16452,2007-10-08,LKOH,65582,S,T,0.09651223177641834,0.0006803269333472869,2175.89
16454,2007-10-08,LKOH,65592,B,T,44.44878591932008,0.0041574805228519725,2175.4
16455,2007-10-08,LKOH,65602,B,T,-0.057999308787947644,0.0006147884359294728,2175.89
16458,2007-10-08,LKOH,65621,S,T,-30.765817027436814,0.00018436318685002202,2176.31
16501,2007-10-08,LKOH,65811,S,T,0.00022071067324994187,0.010106424650465972,2175.99
16517,2007-10-08,LKOH,65891,B,T,100.0,0.045680294046238294,2175.02
16519,2007-10-08,LKOH,65896,S,T,-0.002885941981390777,0.005989014497173114,2174.3
16523,2007-10-08,LKOH,65911,B,T,1.6894841338256659,0.0013604677489146926,2175.11
16536,2007-10-08,LKOH,65976,S,T,-100.0,0.000697008736019775,2174.85
16541,2007-10-08,LKOH,65993,S,T,0.010575247483781625,0.052560893221764264,2174.89
16545,2007-10-08,LKOH,66005,B,T,0.016266441575476985,0.02900657632869142,2175.49
16553,2007-10-08,LKOH,66043,B,T,0.039999999999994984,0.019661328208987184,2175.0
16555,2007-10-08,LKOH,66049,B,T,0.0291467221328862,0.016265427507469416,2174.9
16560,2007-10-08,LKOH,66074,B,T,100.0,0.023924880443317618,2176.0
16566,2007-10-08,LKOH,66091,B,T,0.011682647561065341,0.0002622573772873924,2176.32
16574,2007-10-08,LKOH,66132,B,T,0.01424429424116718,0.008939044687826542,2176.31
16585,2007-10-08,LKOH,66187,B,T,5.046045988850662,0.0177836951711823,2176.03
16588,2007-10-08,LKOH,66195,B,T,100.0,0.00026383167967057006,2174.5
16595,2007-10-08,LKOH,66226,S,T,-0.2282110176664681,0.0036564433162072705,2178.09
16626,2007-10-08,LKOH,66358,S,T,-9.089656842078911,0.007915469161756535,2177.9
16642,2007-10-08,LKOH,66437,S,T,-0.003174917872218911,0.002368636675444156,2177.01
16650,2007-10-08,LKOH,66457,S,T,-0.0002945913794920747,0.0020408148727989643,2178.0
16673,2007-10-08,LKOH,66586,B,T,0.001416665133471562,0.010487680250659152,2174.12
16678,2007-10-08,LKOH,66615,B,T,0.04201144357461385,0.07511489861821162,2175.9
16689,2007-10-08,LKOH,66653,B,T,0.0016086517889438096,0.02138048566588092,2175.81
16691,2007-10-08,LKOH,66660,B,T,1.0851861115085635,0.004262957429242223,2176.31
16692,2007-10-08,LKOH,66665,B,T,100.0,0.036182153960496996,2175.82
16702,2007-10-08,LKOH,66712,S,T,0.0077785408546644655,0.00032775216711062883,2177.7
16703,2007-10-08,LKOH,66716,B,T,-0.005053057099551074,0.0017469385726370042,2176.9
16720,2007-10-08,LKOH,66790,B,T,-0.0009190754101365659,0.0023853587896726773,2176.1
16722,2007-10-08,LKOH,66794,S,T,-0.01516488364399078,0.0023579706136348595,2176.09
16723,2007-10-08,LKOH,66796,B,T,0.008342899724412968,0.011469280012068966,2177.0
16728,2007-10-08,LKOH,66827,B,T,0.0,0.006491637174428977,2176.1
16742,2007-10-08,LKOH,66875,B,T,100.0,0.039408566168699345,2176.21
16751,2007-10-08,LKOH,66904,B,T,82.783653799489,0.00047443692064199396,2176.51
16757,2007-10-08,LKOH,66941,B,T,0.0,0.0011553712879736283,2176.53
16761,2007-10-08,LKOH,66954,S,T,-7.045284389910889,0.0013585979222394632,2176.54
16780,2007-10-08,LKOH,67038,B,T,-0.008807696938325591,0.023683159173451186,2175.75
16789,2007-10-08,LKOH,67092,B,T,-0.020693936676545403,0.013123092134194358,2174.55
16797,2007-10-08,LKOH,67122,B,T,47.072910532543524,0.005438527695475932,2174.11
16812,2007-10-08,LKOH,67169,S,T,0.0,0.0027855423196131417,2176.0
16814,2007-10-08,LKOH,67175,B,T,0.0,0.008024309930314204,2175.75
16821,2007-10-08,LKOH,67192,B,T,0.006444895008431574,0.007721446663838169,2176.17
16825,2007-10-08,LKOH,67214,S,T,-0.010107414247769475,0.0032613544525631425,2176.62
16832,2007-10-08,LKOH,67240,B,T,0.21785742096363658,0.008847183804232045,2176.0
16838,2007-10-08,LKOH,67275,B,T,0.008964260184201127,0.0009676660457010314,2175.31
16852,2007-10-08,LKOH,67352,B,T,0.0022987977287962065,0.04438502752971399,2175.05
16854,2007-10-08,LKOH,67361,B,T,7.694979396246225,0.004491592648727089,2175.1
16857,2007-10-08,LKOH,67378,B,T,0.00939462690080039,0.028149770270481166,2175.5
16873,2007-10-08,LKOH,67448,S,T,-2.6791952067914093,0.0007417804196746894,2175.3
16877,2007-10-08,LKOH,67463,B,T,0.007203111714687532,0.0006808549283269194,2175.11
16882,2007-10-08,LKOH,67483,B,T,-0.00034070856447065024,0.001496205792007096,2176.0
16883,2007-10-08,LKOH,67488,B,T,-0.009194556822361165,0.00036739856476183095,2175.2
16907,2007-10-08,LKOH,67583,B,T,54.38557986280516,0.0069151048379254626,2178.35
16912,2007-10-08,LKOH,67617,B,T,31.26004200426928,0.0062195726761045105,2178.35
16922,2007-10-08,LKOH,67654,B,T,0.0031248565658391673,0.004690236033480645,2178.7
16923,2007-10-08,LKOH,67664,S,T,0.004589471751797193,0.018541376883524165,2178.9
16926,2007-10-08,LKOH,67675,B,T,0.8406575741022076,0.007716205052029152,2179.0
16927,2007-10-08,LKOH,67681,S,T,-100.00000000000001,0.0009002428864557952,2178.89
16954,2007-10-08,LKOH,67787,S,T,-0.024722477739238954,0.0009056417354861652,2176.19
16959,2007-10-08,LKOH,67804,B,T,-0.025691019612338363,0.015040712814140312,2179.75
16970,2007-10-08,LKOH,67846,S,T,-0.00014868250083963715,0.006228857285325226,2177.0
16983,2007-10-08,LKOH,67889,B,T,0.0060636519446048715,0.0021520072104344143,2180.42
16991,2007-10-08,LKOH,67921,B,T,55.555759428218735,0.002033643661018137,2180.01
17005,2007-10-08,LKOH,68034,B,T,0.0,0.0019765695267718263,2180.16
17008,2007-10-08,LKOH,68045,S,T,-0.5528534313147346,0.013190775114428047,2182.09
17012,2007-10-08,LKOH,68063,B,T,0.45437444338267313,0.0019351659294684416,2182.0
17029,2007-10-08,LKOH,68160,B,T,0.987589384094282,0.005134220467634005,2183.87
17034,2007-10-08,LKOH,68178,B,T,-0.0004578775543944011,0.013469417362288912,2183.99
17035,2007-10-08,LKOH,68182,B,T,0.0015634622455778448,0.004749398847812503,2178.21
17043,2007-10-08,LKOH,68217,B,T,10.728360339882231,0.002702435202586666,2186.1
17045,2007-10-08,LKOH,68226,B,T,0.05943400539478726,0.011005996937366772,2187.3
17046,2007-10-08,LKOH,68236,B,T,0.06923127362668956,0.014974706840695356,2185.91
17047,2007-10-08,LKOH,68238,B,T,0.03315581258068028,0.0015254589788582244,2178.02
17049,2007-10-08,LKOH,68266,B,T,79.01968523584267,0.0017210434368464943,2185.0
17050,2007-10-08,LKOH,68269,S,T,-100.0,0.009602800950920757,2187.68
17057,2007-10-08,LKOH,68294,B,T,36.02013880094557,0.0006373478234823757,2185.01
17061,2007-10-08,LKOH,68309,B,T,-0.04481024234110737,0.0012792437111492515,2187.0
17063,2007-10-08,LKOH,68313,B,T,0.00022759031921818174,0.032690142558497365,2186.0
17066,2007-10-08,LKOH,68324,B,T,0.014021918617955232,0.005817357003678773,2186.1
17067,2007-10-08,LKOH,68328,S,T,-11.730201566636387,0.0014222253131647622,2187.97
17083,2007-10-08,LKOH,68388,B,T,0.6666666666666666,0.013757532181820853,2185.3
17088,2007-10-08,LKOH,68400,B,T,9.099664593190331,0.0007004430151701268,2186.12
17117,2007-10-08,LKOH,68540,B,T,100.0,0.018069224432068435,2181.22
17147,2007-10-08,LKOH,68679,B,T,-0.00010460934946289145,0.009026123689146954,2185.0
17156,2007-10-08,LKOH,68724,B,T,0.07278253585341622,0.01662576474293085,2184.59
17162,2007-10-08,LKOH,68738,B,T,84.18669363881428,0.012216398359115208,2185.0
17165,2007-10-08,LKOH,68746,B,T,-0.003659786268478592,0.0012805186021024762,2185.92
17175,2007-10-08,LKOH,68790,B,T,0.004822669960349561,0.009531897645821349,2186.01
17177,2007-10-08,LKOH,68804,S,T,-0.606134494513685,0.0010191370889349517,2185.07
17178,2007-10-08,LKOH,68808,B,T,23.836993783413075,0.004040098962083887,2184.1
17181,2007-10-08,LKOH,68827,S,T,-94.33960108203549,0.0001662593089460111,2187.91
17204,2007-10-08,LKOH,68896,B,T,99.99999999999999,0.004901531239633139,2185.12
17213,2007-10-08,LKOH,68925,S,T,-100.00000000000001,0.0009767954478642146,2187.49
17214,2007-10-08,LKOH,68927,S,T,0.0,0.021854488001486046,2187.0
17239,2007-10-08,LKOH,69026,S,T,-0.04574565416285453,0.040051203327449394,2186.0
17242,2007-10-08,LKOH,69032,S,T,-59.522488370190516,0.00046703494532926416,2186.96
17257,2007-10-08,LKOH,69106,B,T,0.0006406665861188988,0.01230643680633699,2185.23
17265,2007-10-08,LKOH,69126,B,T,4.0383390017270315,0.0012110255324297874,2185.23
17267,2007-10-08,LKOH,69134,S,T,-100.0,0.0021721423972811903,2185.92
17304,2007-10-08,LKOH,69284,B,T,1.9675203979858247,0.0014674916014190667,2183.15
17306,2007-10-08,LKOH,69290,S,T,0.03387875069816696,0.04710544763022134,2184.26
17334,2007-10-08,LKOH,69391,B,T,0.00045828884113501087,0.04492971602656972,2182.03
17340,2007-10-08,LKOH,69412,B,T,100.0,0.07051350706193323,2182.04
17358,2007-10-08,LKOH,69477,S,T,-49.99954191059927,0.031225904486681264,2182.98
17366,2007-10-08,LKOH,69510,S,T,-1.8832436645435453,0.014900633040547864,2182.15
17387,2007-10-08,LKOH,69597,B,T,9.279972418220673,0.008470368040870799,2182.0
17399,2007-10-08,LKOH,69667,B,T,0.014676744698033485,0.02066131702631839,2180.34
17402,2007-10-08,LKOH,69679,B,T,83.33597926203963,0.0001258905607694262,2180.03
17403,2007-10-08,LKOH,69681,B,T,100.0,0.007044305176123326,2180.11
17406,2007-10-08,LKOH,69687,B,T,0.005962865110801702,0.05017293930329747,2180.16
17415,2007-10-08,LKOH,69727,B,T,100.0,0.02281759431950623,2178.12
17417,2007-10-08,LKOH,69736,B,T,95.24057273850798,0.02605882977771887,2178.31
17420,2007-10-08,LKOH,69750,S,T,0.005503249210049431,0.03130581415454177,2180.53
17427,2007-10-08,LKOH,69787,B,T,-0.008868352367160907,0.004129449276155854,2180.11
17448,2007-10-08,LKOH,69839,B,T,23.01471593613064,0.006298555850612771,2178.39
17450,2007-10-08,LKOH,69848,B,T,0.051396894159105096,0.0012696799041278387,2179.12
17457,2007-10-08,LKOH,69870,B,T,7.17791773139511,0.007308479918605504,2179.99
17463,2007-10-08,LKOH,69883,S,T,-0.02095376386577493,0.0007088932025051133,2176.22
17464,2007-10-08,LKOH,69885,B,T,0.022193835473661407,0.00022410486853799514,2179.4
17471,2007-10-08,LKOH,69907,S,T,0.002427034881190609,0.0005699280230220114,2180.23
17475,2007-10-08,LKOH,69920,B,T,0.11697867983660165,0.0005768711980198586,2179.04
17482,2007-10-08,LKOH,69959,B,T,-0.05741734706875911,0.0028597121196545453,2179.53
17492,2007-10-08,LKOH,70000,B,T,0.9923262237117288,0.0024167063181297133,2179.16
17494,2007-10-08,LKOH,70022,B,T,-0.0011223892250635283,0.011418255273541017,2180.0
17507,2007-10-08,LKOH,70095,S,T,0.0012450857339847531,0.006285279259991913,2180.0
17509,2007-10-08,LKOH,70113,S,T,0.035685566744115174,0.009097757205453189,2179.99
17519,2007-10-08,LKOH,70153,S,T,-0.0009178438013410529,0.0006237914639922103,2179.02
17522,2007-10-08,LKOH,70171,S,T,-99.8001778350494,0.003309812624640682,2178.05
17545,2007-10-08,LKOH,70295,S,T,-4.317083584388429,0.004360691999731087,2179.6
17546,2007-10-08,LKOH,70297,B,T,1.3760958970972839,0.00024596945005202024,2179.0
17551,2007-10-08,LKOH,70331,B,T,0.00948213414625326,0.0022323549868901193,2179.0
17555,2007-10-08,LKOH,70350,B,T,-0.012389128768932738,0.0023000509254525476,2179.33
17562,2007-10-08,LKOH,70379,S,T,-4.994769394534481,0.0010270284629568156,2179.48
17576,2007-10-08,LKOH,70437,B,T,0.0005034356863540685,0.004066893103370125,2179.34
17582,2007-10-08,LKOH,70479,S,T,-0.005508706050849528,0.0009851318157394794,2178.37
17584,2007-10-08,LKOH,70490,B,T,0.0032134856219547038,0.0011088013267947245,2178.32
17588,2007-10-08,LKOH,70503,S,T,-8.578626032258782,0.0018179675825033318,2179.34
17591,2007-10-08,LKOH,70521,B,T,100.0,0.0037017981523584636,2178.24
17600,2007-10-08,LKOH,70554,B,T,7.079093493629405,0.0015545561655937502,2179.2
17601,2007-10-08,LKOH,70560,B,T,0.005967682702906221,0.00226650600250627,2178.4
17605,2007-10-08,LKOH,70583,B,T,0.002295357410089801,5.087475233987191e-05,2178.31
17608,2007-10-08,LKOH,70608,B,T,100.0,0.0009921619913636046,2178.4
17613,2007-10-08,LKOH,70634,S,T,-16.63147247891026,0.003609123723006045,2178.39
17616,2007-10-08,LKOH,70653,S,T,-2.861878580578114,0.0007193264948874962,2178.32
17628,2007-10-08,LKOH,70712,S,T,-1.368336728071968,0.010690475600800846,2179.29
17643,2007-10-08,LKOH,70763,S,T,0.06063445690820144,0.016252017827430396,2176.98
17649,2007-10-08,LKOH,70801,S,T,-49.968762776254195,0.003137413170815509,2176.89
17651,2007-10-08,LKOH,70807,S,T,0.010878337554812788,0.04716760145888355,2176.97
17673,2007-10-08,LKOH,70918,B,T,-0.018377285674909996,0.062375511664013804,2176.6
17675,2007-10-08,LKOH,70926,S,T,0.04873563218390554,0.02968898989589475,2175.0
17676,2007-10-08,LKOH,70932,S,T,0.01094061904637083,0.0005401393231115334,2174.97
17678,2007-10-08,LKOH,70936,B,T,100.0,0.03894252625940311,2174.23
17682,2007-10-08,LKOH,70950,B,T,-0.00038865422632557845,0.001404988837944337,2175.0
17687,2007-10-08,LKOH,70997,S,T,-12.393398253593988,0.005279465705583083,2173.7
17704,2007-10-08,LKOH,71104,B,T,52.82911236718953,0.0007003504546233304,2173.0
17709,2007-10-08,LKOH,71122,S,T,0.09203865623561897,0.00027345633759910367,2173.0
17711,2007-10-08,LKOH,71132,B,T,3.0077668416926864,0.0005998418118557339,2173.08
17716,2007-10-08,LKOH,71150,B,T,-0.007271106426191247,0.0003723304046001217,2174.97
17740,2007-10-08,LKOH,71259,B,T,22.548702125113575,0.0008344208058071722,2173.02
17742,2007-10-08,LKOH,71290,S,T,-100.0,0.009547834061615405,2173.0
17743,2007-10-08,LKOH,71292,B,T,100.0,0.0031634876258617686,2172.75
17745,2007-10-08,LKOH,71306,B,T,-0.09065807639207547,0.0188321823191745,2173.0
17747,2007-10-08,LKOH,71312,B,T,2.0960692951824083,0.003978889779789534,2173.0
17776,2007-10-08,LKOH,71441,B,T,33.34110636887758,0.005731675867712279,2173.02
17789,2007-10-08,LKOH,71480,S,T,0.0,0.00043708772417049696,2173.02
17792,2007-10-08,LKOH,71488,B,T,87.69963639710959,0.0007581762863644179,2172.7
17795,2007-10-08,LKOH,71498,B,T,0.00011423257981341915,0.0010973157323568186,2173.0
17807,2007-10-08,LKOH,71539,B,T,0.0142659260657061,0.0009947336330104557,2173.01
17821,2007-10-08,LKOH,71585,B,T,0.42765842528847015,0.0007806151587763635,2174.02
17826,2007-10-08,LKOH,71601,B,T,-0.012406257694752034,0.000606185765536638,2174.77
17842,2007-10-08,LKOH,71657,B,T,0.06161939447447352,0.00040603927868155864,2174.64
17846,2007-10-08,LKOH,71676,S,T,-100.0,0.0015723782767449474,2174.0
17847,2007-10-08,LKOH,71678,B,T,25.001725288123126,0.0006135874591209426,2173.55
17852,2007-10-08,LKOH,71693,B,T,87.50372619719036,0.008005403560542834,2174.0
17854,2007-10-08,LKOH,71699,B,T,0.017172646427474562,2.4502269186733996e-05,2174.0
17861,2007-10-08,LKOH,71729,S,T,0.0,0.0010641218397633146,2174.5
17867,2007-10-08,LKOH,71753,S,T,-100.0,5.493980714332993e-05,2174.83
17868,2007-10-08,LKOH,71790,S,T,0.0001141132793393903,0.0015309058216776029,2174.5
17869,2007-10-08,LKOH,71802,S,T,-0.7206529875227018,0.0021814137098834915,2174.45
17876,2007-10-08,LKOH,71828,B,T,-0.004278547226193661,0.002644887498506144,2173.86
17877,2007-10-08,LKOH,71830,B,T,2.683946045496772,0.0025284351080610843,2174.0
